[0, 0, 0, 0, 0, 0, 0, -0.95]
[0, 0, 0, 0, 0, 0, 0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.049998474121093754, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.09999694824218751, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.14999542236328126, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
[0.0, 0.0, 0.0, -0.19999389648437502, 0.0, 0.0, 0.0, -0.95]
